Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10658667,2,"Thursday, February 14, 2013 05:13:26 UTC",51.2014,179.8618,2.1,4.70, 6,"Rat Islands, Aleutian Islands, Alaska"
ak,10655941,2,"Thursday, February 14, 2013 04:58:01 UTC",62.9594,-149.3744,1.3,71.60,17,"Central Alaska"
uu,60013287,3,"Thursday, February 14, 2013 04:36:16 UTC",37.8107,-113.1268,1.2,5.30, 9,"Utah"
nn,00403051,9,"Thursday, February 14, 2013 04:31:05 UTC",38.0304,-118.0398,2.3,7.90,17,"Nevada"
ak,10658664,2,"Thursday, February 14, 2013 04:27:24 UTC",58.6510,-153.4901,2.0,9.40,11,"Kodiak Island region, Alaska"
ak,10655931,2,"Thursday, February 14, 2013 04:25:54 UTC",61.9667,-147.4692,1.5,40.70,15,"Southern Alaska"
nc,71937105,0,"Thursday, February 14, 2013 04:24:10 UTC",38.7785,-122.7233,1.3,2.30,22,"Northern California"
uw,60506126,1,"Thursday, February 14, 2013 04:23:10 UTC",48.4017,-124.1215,1.6,0.10,25,"Vancouver Island, Canada region"
ak,10655926,2,"Thursday, February 14, 2013 04:06:01 UTC",51.5144,-176.2388,2.3,26.10,15,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000f71t,9,"Thursday, February 14, 2013 04:00:27 UTC",15.8095,-93.7129,4.5,103.60,120,"offshore Chiapas, Mexico"
nn,00403047,9,"Thursday, February 14, 2013 03:23:16 UTC",38.3865,-118.6878,1.8,7.00, 7,"Nevada"
ci,11244402,0,"Thursday, February 14, 2013 03:17:33 UTC",31.8372,-116.2157,2.7,11.30,20,"Baja California, Mexico"
ak,10658660,2,"Thursday, February 14, 2013 03:16:37 UTC",63.2654,-150.7340,1.5,126.40,22,"Central Alaska"
ak,10655917,3,"Thursday, February 14, 2013 03:09:47 UTC",52.7886,-166.7683,2.6,3.50, 9,"Fox Islands, Aleutian Islands, Alaska"
us,c000f70q,5,"Thursday, February 14, 2013 03:01:18 UTC",-7.0264,129.7578,4.6,120.90,28,"Kepulauan Babar, Indonesia"
nc,71937090,0,"Thursday, February 14, 2013 02:56:43 UTC",37.4830,-118.8450,1.0,8.00,11,"Central California"
nc,71937085,1,"Thursday, February 14, 2013 02:43:56 UTC",38.8052,-122.8228,1.8,2.40,33,"Northern California"
nn,00403042,9,"Thursday, February 14, 2013 02:41:52 UTC",38.0320,-118.0504,3.2,8.40,16,"Nevada"
nc,71937070,1,"Thursday, February 14, 2013 02:17:29 UTC",38.8173,-122.8205,1.8,2.50,33,"Northern California"
ak,10658657,2,"Thursday, February 14, 2013 02:14:39 UTC",63.2750,-150.4706,1.3,114.40,17,"Central Alaska"
ak,10655894,2,"Thursday, February 14, 2013 02:07:51 UTC",61.0046,-150.9955,2.5,56.70,43,"Southern Alaska"
ak,10655892,3,"Thursday, February 14, 2013 02:01:38 UTC",52.1035,-171.1824,3.2,23.80,12,"Fox Islands, Aleutian Islands, Alaska"
ak,10655891,2,"Thursday, February 14, 2013 01:59:12 UTC",53.7685,-166.1786,3.5,77.00,32,"Fox Islands, Aleutian Islands, Alaska"
nn,00403036,9,"Thursday, February 14, 2013 01:55:34 UTC",38.0438,-118.0402,1.6,9.10,15,"Nevada"
nc,71937045,0,"Thursday, February 14, 2013 01:46:38 UTC",38.8182,-122.7827,1.0,1.50,15,"Northern California"
nn,00403035,9,"Thursday, February 14, 2013 01:43:46 UTC",37.8165,-117.3351,1.4,0.00, 5,"Nevada"
nc,71937040,3,"Thursday, February 14, 2013 01:37:49 UTC",38.8267,-122.7967,1.9,3.60,70,"Northern California"
ak,10658653,2,"Thursday, February 14, 2013 01:32:00 UTC",63.2903,-150.4740,1.5,130.10,15,"Central Alaska"
hv,60449787,1,"Thursday, February 14, 2013 01:31:40 UTC",19.3017,-155.2180,1.8,5.50,24,"Island of Hawaii, Hawaii"
ci,11244378,0,"Thursday, February 14, 2013 01:12:02 UTC",34.6100,-116.2800,1.6,0.90,27,"Southern California"
nc,71937025,2,"Thursday, February 14, 2013 00:59:20 UTC",38.8280,-122.8515,1.1,2.30,32,"Northern California"
nc,71937020,0,"Thursday, February 14, 2013 00:59:20 UTC",38.8298,-122.8520,1.0,2.20,21,"Northern California"
nn,00403030,9,"Thursday, February 14, 2013 00:58:24 UTC",38.0258,-118.0901,1.7,0.00,17,"Nevada"
nn,00403027,9,"Thursday, February 14, 2013 00:53:20 UTC",38.0410,-118.0313,1.2,4.90,12,"Nevada"
ci,11244362,2,"Thursday, February 14, 2013 00:44:16 UTC",35.0470,-117.6675,1.7,0.00,19,"Southern California"
nn,00403024,9,"Thursday, February 14, 2013 00:44:01 UTC",38.0415,-118.0451,1.3,9.50,11,"Nevada"
hv,60449777,2,"Thursday, February 14, 2013 00:42:21 UTC",19.4323,-155.3187,2.2,2.20, 8,"Island of Hawaii, Hawaii"
nc,71936995,0,"Thursday, February 14, 2013 00:27:33 UTC",38.8217,-122.8300,1.2,2.10,20,"Northern California"
us,a000g4a5,6,"Thursday, February 14, 2013 00:16:22 UTC",-11.1068,164.7426,4.8,9.90,32,"Santa Cruz Islands region"
ak,10655784,2,"Thursday, February 14, 2013 00:15:09 UTC",64.9964,-147.3892,1.2,0.00,12,"Central Alaska"
ak,10655780,2,"Thursday, February 14, 2013 00:13:56 UTC",64.7187,-149.0208,1.2,13.20,23,"Central Alaska"
ak,10658650,2,"Thursday, February 14, 2013 00:12:24 UTC",61.5950,-151.0001,1.4,72.40,15,"Southern Alaska"
nn,00403011,9,"Thursday, February 14, 2013 00:12:12 UTC",38.0316,-118.0431,1.8,8.70, 9,"Nevada"
nc,71936980,0,"Wednesday, February 13, 2013 23:57:12 UTC",37.4843,-118.8410,1.1,5.30,19,"Central California"
ak,10655760,2,"Wednesday, February 13, 2013 23:25:09 UTC",51.3436,-178.2095,2.9,25.80,15,"Andreanof Islands, Aleutian Islands, Alaska"
us,a000g49a,8,"Wednesday, February 13, 2013 23:21:32 UTC",53.0628,160.2267,4.5,36.50,37,"near the east coast of the Kamchatka Peninsula, Russia"
nn,00403002,9,"Wednesday, February 13, 2013 22:53:45 UTC",38.0258,-118.0455,1.4,0.00,18,"Nevada"
nn,00403000,9,"Wednesday, February 13, 2013 22:47:37 UTC",38.0446,-118.0678,1.3,12.00,10,"Nevada"
nn,00402999,9,"Wednesday, February 13, 2013 22:44:52 UTC",38.0353,-118.0077,1.7,6.80,19,"Nevada"
ci,11244330,2,"Wednesday, February 13, 2013 22:43:10 UTC",32.6070,-116.9760,1.8,0.00,20,"San Diego County urban area, California"
ak,10655731,1,"Wednesday, February 13, 2013 22:41:00 UTC",64.2960,-148.1529,1.2,12.20, 7,"Central Alaska"
ak,10655732,1,"Wednesday, February 13, 2013 22:37:17 UTC",63.5195,-152.0483,1.4,19.30, 4,"Central Alaska"
ci,11244322,2,"Wednesday, February 13, 2013 22:34:26 UTC",33.7065,-117.9762,1.7,9.80,35,"Greater Los Angeles area, California"
pr,13044000,0,"Wednesday, February 13, 2013 22:31:54 UTC",18.6844,-64.9473,2.6,73.00, 6,"Virgin Islands region"
ak,10655727,1,"Wednesday, February 13, 2013 22:28:40 UTC",61.7537,-150.4472,1.6,34.50, 8,"Southern Alaska"
nc,71936945,1,"Wednesday, February 13, 2013 22:23:17 UTC",37.5577,-121.5690,1.9,6.00,20,"Northern California"
nn,00402996,9,"Wednesday, February 13, 2013 22:20:16 UTC",38.0313,-118.0400,3.8,11.10,17,"Nevada"
ak,10655718,1,"Wednesday, February 13, 2013 22:18:38 UTC",63.3202,-145.2240,1.1,6.70, 5,"Central Alaska"
nn,00402994,9,"Wednesday, February 13, 2013 22:18:29 UTC",37.9507,-118.0678,1.8,0.00,24,"Nevada"
nc,71936930,2,"Wednesday, February 13, 2013 22:13:49 UTC",37.3230,-122.1030,1.4,0.00,17,"San Francisco Bay area, California"
ci,11244290,2,"Wednesday, February 13, 2013 22:09:11 UTC",35.2250,-117.3368,1.0,9.60,15,"Southern California"
uw,60506086,1,"Wednesday, February 13, 2013 22:07:32 UTC",49.3853,-120.5177,2.5,0.00,21,"British Columbia, Canada"
ci,11244274,0,"Wednesday, February 13, 2013 22:00:42 UTC",36.1945,-118.0250,1.3,0.70,22,"Central California"
ci,11244282,2,"Wednesday, February 13, 2013 21:59:26 UTC",33.0862,-115.0038,2.0,0.00, 5,"Southern California"
nc,71936905,1,"Wednesday, February 13, 2013 21:54:09 UTC",37.5510,-118.8005,1.8,8.80,31,"Central California"
ci,11244258,0,"Wednesday, February 13, 2013 21:32:35 UTC",35.5663,-118.5323,1.6,0.80,37,"Central California"
uw,60506081,1,"Wednesday, February 13, 2013 21:32:30 UTC",45.8028,-122.4578,1.4,0.00,14,"Washington"
us,c000f6uf,4,"Wednesday, February 13, 2013 21:30:35 UTC",-2.0710,138.9725,5.1,31.90,72,"Papua, Indonesia"
ci,11244250,2,"Wednesday, February 13, 2013 21:09:44 UTC",32.3508,-115.4133,1.7,17.90,15,"Baja California, Mexico"
ci,11244234,0,"Wednesday, February 13, 2013 21:06:11 UTC",36.1033,-117.8450,1.5,3.00,23,"Central California"
us,c000f6t4,4,"Wednesday, February 13, 2013 20:49:59 UTC",-8.1898,119.5182,4.5,174.40,21,"Flores region, Indonesia"
nc,71936890,3,"Wednesday, February 13, 2013 20:40:05 UTC",36.6260,-120.8165,2.0,8.30,41,"Central California"
nn,00402978,9,"Wednesday, February 13, 2013 20:34:19 UTC",38.0446,-118.0455,1.5,0.00,11,"Nevada"
nn,00402977,9,"Wednesday, February 13, 2013 20:33:16 UTC",38.0405,-118.0118,1.3,7.50, 8,"Nevada"
hv,60449712,2,"Wednesday, February 13, 2013 19:56:57 UTC",19.4308,-155.3128,2.5,5.40,18,"Island of Hawaii, Hawaii"
us,c000f6rb,7,"Wednesday, February 13, 2013 19:52:43 UTC",37.5935,143.7509,4.8,36.80,65,"off the east coast of Honshu, Japan"
nn,00402969,9,"Wednesday, February 13, 2013 19:52:08 UTC",38.0446,-118.0455,1.9,0.00,30,"Nevada"
nn,00402968,9,"Wednesday, February 13, 2013 19:48:53 UTC",38.0446,-118.0678,1.8,0.00,31,"Nevada"
ci,11244210,3,"Wednesday, February 13, 2013 19:23:30 UTC",32.2222,-115.2773,2.7,10.00,19,"Baja California, Mexico"
uw,60506056,1,"Wednesday, February 13, 2013 19:20:42 UTC",47.8778,-121.6555,1.0,11.60,13,"Washington"
ak,10655537,1,"Wednesday, February 13, 2013 19:19:12 UTC",63.5507,-147.6521,1.9,0.00,23,"Central Alaska"
ci,11244178,2,"Wednesday, February 13, 2013 18:40:13 UTC",34.3435,-116.8808,1.5,0.00,14,"Southern California"
nc,71936850,3,"Wednesday, February 13, 2013 18:33:17 UTC",38.8353,-122.7728,1.9,2.90,57,"Northern California"
nn,00402945,9,"Wednesday, February 13, 2013 18:18:18 UTC",38.0413,-118.0381,2.5,8.20,22,"Nevada"
nn,00402944,9,"Wednesday, February 13, 2013 18:12:56 UTC",38.0360,-118.0234,2.5,8.20,18,"Nevada"
nn,00402942,9,"Wednesday, February 13, 2013 18:06:57 UTC",38.0402,-118.0246,2.5,6.90,18,"Nevada"
nn,00402941,9,"Wednesday, February 13, 2013 18:01:34 UTC",38.0260,-118.0533,1.7,11.70,20,"Nevada"
nn,00402939,9,"Wednesday, February 13, 2013 17:59:43 UTC",38.0067,-118.1167,1.9,11.20, 8,"Nevada"
nn,00402936,9,"Wednesday, February 13, 2013 17:42:32 UTC",38.0305,-118.0365,1.6,11.00,14,"Nevada"
nn,00402934,9,"Wednesday, February 13, 2013 17:37:10 UTC",38.0418,-118.0428,1.6,6.80,11,"Nevada"
nn,00402933,9,"Wednesday, February 13, 2013 17:33:30 UTC",38.0395,-118.0403,1.9,11.20,27,"Nevada"
ak,10655480,1,"Wednesday, February 13, 2013 17:10:13 UTC",59.4139,-153.1984,2.4,109.50,12,"Southern Alaska"
nn,00402930,9,"Wednesday, February 13, 2013 17:05:15 UTC",38.0322,-118.0521,3.5,8.80,26,"Nevada"
nn,00402928,9,"Wednesday, February 13, 2013 17:03:13 UTC",37.9469,-118.0381,1.0,8.10,14,"Nevada"
nc,71936785,0,"Wednesday, February 13, 2013 17:00:27 UTC",36.8478,-121.5823,1.3,3.50,14,"Central California"
nn,00402925,9,"Wednesday, February 13, 2013 16:38:51 UTC",38.0263,-118.0410,1.6,10.50,23,"Nevada"
nn,00402923,9,"Wednesday, February 13, 2013 16:22:56 UTC",38.0242,-118.0538,1.7,7.10,28,"Nevada"
ak,10655456,1,"Wednesday, February 13, 2013 15:59:57 UTC",63.0931,-150.8464,1.6,115.20,19,"Central Alaska"
us,c000f6mt,7,"Wednesday, February 13, 2013 15:55:38 UTC",-10.7366,164.3072,5.0,10.00,72,"Santa Cruz Islands region"
ak,10655452,1,"Wednesday, February 13, 2013 15:54:33 UTC",62.5332,-149.1942,1.5,51.00,13,"Central Alaska"
ci,11244106,0,"Wednesday, February 13, 2013 15:52:41 UTC",33.8795,-116.8403,1.2,16.30,53,"Southern California"
nn,00402921,9,"Wednesday, February 13, 2013 15:43:52 UTC",38.0302,-118.0072,1.2,6.40, 9,"Nevada"
ak,10655440,1,"Wednesday, February 13, 2013 15:19:34 UTC",61.6057,-146.5024,1.8,30.70,11,"Southern Alaska"
ci,11244082,0,"Wednesday, February 13, 2013 14:36:11 UTC",32.6617,-115.9608,1.6,4.90,20,"Southern California"
nn,00402911,9,"Wednesday, February 13, 2013 14:17:11 UTC",38.0328,-118.0097,2.2,11.10,12,"Nevada"
ci,11244066,0,"Wednesday, February 13, 2013 14:15:45 UTC",35.5625,-118.5232,1.3,0.10,10,"Central California"
nn,00402906,9,"Wednesday, February 13, 2013 14:09:30 UTC",38.0348,-118.0418,1.1,6.50, 8,"Nevada"
uu,60013207,3,"Wednesday, February 13, 2013 14:08:25 UTC",37.8022,-113.1265,1.3,1.80, 7,"Utah"
nn,00402905,9,"Wednesday, February 13, 2013 14:03:04 UTC",38.0397,-118.1090,1.1,10.60,12,"Nevada"
nn,00402899,9,"Wednesday, February 13, 2013 13:42:21 UTC",38.0459,-118.0418,1.3,4.80,13,"Nevada"
ak,10655412,1,"Wednesday, February 13, 2013 13:31:13 UTC",63.8589,-149.2987,2.5,81.70,10,"Central Alaska"
ci,11244050,0,"Wednesday, February 13, 2013 13:22:14 UTC",33.5040,-116.4553,1.3,6.70,47,"Southern California"
nc,71936735,3,"Wednesday, February 13, 2013 13:14:18 UTC",35.0972,-120.6977,1.2,5.30,22,"offshore Central California"
nn,00402896,9,"Wednesday, February 13, 2013 13:13:24 UTC",37.7563,-117.2533,1.6,2.10, 5,"Nevada"
nc,71936715,4,"Wednesday, February 13, 2013 13:03:06 UTC",37.6313,-119.0227,1.2,5.20,21,"Long Valley area, California"
us,c000f6l4,6,"Wednesday, February 13, 2013 12:50:30 UTC",-11.0413,164.7472,5.2,9.80,109,"Santa Cruz Islands region"
nn,00402893,9,"Wednesday, February 13, 2013 12:41:57 UTC",38.0298,-118.0310,1.8,3.60,14,"Nevada"
ak,10655399,1,"Wednesday, February 13, 2013 12:39:48 UTC",63.3477,-149.4953,1.8,76.70,14,"Central Alaska"
nn,00402891,9,"Wednesday, February 13, 2013 12:23:01 UTC",38.0090,-118.0727,1.0,7.30, 7,"Nevada"
ak,10655390,1,"Wednesday, February 13, 2013 12:02:02 UTC",61.9275,-152.0603,2.3,117.60,30,"Southern Alaska"
ak,10655389,1,"Wednesday, February 13, 2013 11:56:42 UTC",63.9500,-148.8661,1.4,0.00, 9,"Central Alaska"
nn,00402889,9,"Wednesday, February 13, 2013 11:44:01 UTC",38.0323,-118.0399,1.4,5.80,14,"Nevada"
nn,00402887,9,"Wednesday, February 13, 2013 11:28:46 UTC",38.0273,-118.0410,2.1,3.00,29,"Nevada"
ak,10655380,1,"Wednesday, February 13, 2013 11:17:44 UTC",63.2712,-150.4416,1.5,121.40, 9,"Central Alaska"
nc,71936815,2,"Wednesday, February 13, 2013 11:16:21 UTC",37.5020,-119.3538,1.1,10.50,14,"Central California"
us,c000f6jw,5,"Wednesday, February 13, 2013 11:08:53 UTC",-10.7993,164.6113,5.2,10.20,60,"Santa Cruz Islands region"
us,c000f6jp,7,"Wednesday, February 13, 2013 11:00:22 UTC",-2.9150,101.3215,5.5,30.40,118,"southern Sumatra, Indonesia"
nn,00402881,9,"Wednesday, February 13, 2013 10:38:51 UTC",38.0397,-118.0210,2.4,5.80,38,"Nevada"
nn,00402880,9,"Wednesday, February 13, 2013 10:35:53 UTC",38.0330,-118.0880,1.5,12.30,15,"Nevada"
ci,11244018,2,"Wednesday, February 13, 2013 10:35:44 UTC",32.2192,-115.2827,3.1,10.00,16,"Baja California, Mexico"
nn,00402879,9,"Wednesday, February 13, 2013 10:33:28 UTC",38.0272,-118.0423,1.9,6.50,32,"Nevada"
nn,00402877,9,"Wednesday, February 13, 2013 10:30:27 UTC",38.0198,-118.0535,1.8,10.30,16,"Nevada"
nn,00402876,9,"Wednesday, February 13, 2013 10:28:09 UTC",38.0298,-118.0247,1.4,7.20,18,"Nevada"
nc,71936625,3,"Wednesday, February 13, 2013 10:25:24 UTC",38.8378,-122.7820,2.0,2.20,69,"Northern California"
nn,00402872,9,"Wednesday, February 13, 2013 10:13:07 UTC",38.0193,-118.0632,1.2,12.50, 9,"Nevada"
us,c000f6iy,A,"Wednesday, February 13, 2013 10:08:49 UTC",-10.7333,164.1990,5.2,10.10,118,"Santa Cruz Islands region"
nn,00402871,9,"Wednesday, February 13, 2013 10:03:13 UTC",38.0487,-118.0288,2.5,4.40,32,"Nevada"
nn,00402869,9,"Wednesday, February 13, 2013 09:53:35 UTC",38.0317,-118.0549,4.0,5.30,15,"Nevada"
us,c000f6ih,5,"Wednesday, February 13, 2013 09:30:27 UTC",-19.8774,-177.8386,4.2,567.80,56,"Fiji region"
nn,00402865,9,"Wednesday, February 13, 2013 09:21:06 UTC",38.0257,-118.0760,1.7,13.90,27,"Nevada"
ci,11243970,2,"Wednesday, February 13, 2013 09:08:06 UTC",34.0487,-117.2527,1.5,17.70,96,"Greater Los Angeles area, California"
ak,10655345,1,"Wednesday, February 13, 2013 08:54:21 UTC",61.5939,-146.4026,1.8,30.70,11,"Southern Alaska"
ci,11243954,2,"Wednesday, February 13, 2013 08:38:06 UTC",36.0332,-117.7732,1.2,1.30,33,"Central California"
ak,10655340,1,"Wednesday, February 13, 2013 08:33:11 UTC",63.0788,-149.0720,1.0,65.00, 6,"Central Alaska"
nn,00402858,9,"Wednesday, February 13, 2013 08:31:05 UTC",38.0414,-118.0595,1.1,9.20,11,"Nevada"
nn,00402856,9,"Wednesday, February 13, 2013 08:13:55 UTC",38.0277,-118.0424,1.6,9.10,11,"Nevada"
nn,00402854,9,"Wednesday, February 13, 2013 08:10:36 UTC",37.8045,-118.4098,1.5,25.90, 8,"Central California"
nn,00402853,9,"Wednesday, February 13, 2013 08:07:21 UTC",38.0110,-118.1028,1.7,2.80, 6,"Nevada"
nn,00402852,9,"Wednesday, February 13, 2013 08:05:54 UTC",38.0303,-118.0461,1.0,10.30,11,"Nevada"
ci,11243938,2,"Wednesday, February 13, 2013 07:37:32 UTC",34.1067,-116.9408,1.1,7.10,75,"Southern California"
nn,00402848,9,"Wednesday, February 13, 2013 07:24:59 UTC",38.0346,-118.0536,1.8,11.10,13,"Nevada"
nn,00402844,9,"Wednesday, February 13, 2013 07:16:25 UTC",38.0248,-118.0384,1.3,5.90, 9,"Nevada"
ak,10655320,1,"Wednesday, February 13, 2013 07:08:21 UTC",63.3203,-145.3263,1.0,0.00, 6,"Central Alaska"
ak,10655314,1,"Wednesday, February 13, 2013 06:44:49 UTC",64.5915,-147.9991,1.7,14.50,18,"Central Alaska"
nc,71936515,0,"Wednesday, February 13, 2013 06:39:46 UTC",38.4995,-122.4500,1.7,7.90,17,"Northern California"
ci,11243922,2,"Wednesday, February 13, 2013 06:34:51 UTC",36.0790,-117.8388,1.2,1.70,36,"Central California"
ak,10655306,1,"Wednesday, February 13, 2013 06:12:57 UTC",62.7376,-151.7748,1.7,4.50,12,"Central Alaska"
nn,00402827,9,"Wednesday, February 13, 2013 06:12:02 UTC",38.0427,-118.0468,1.0,9.20, 9,"Nevada"
nn,00402826,9,"Wednesday, February 13, 2013 06:07:54 UTC",38.0070,-118.0901,1.8,0.00,33,"Nevada"
nn,00402825,9,"Wednesday, February 13, 2013 06:06:20 UTC",38.0240,-118.1025,1.3,11.60, 9,"Nevada"
uw,60505981,1,"Wednesday, February 13, 2013 06:04:47 UTC",48.0295,-122.5820,1.2,48.20,16,"Puget Sound region, Washington"
nn,00402824,9,"Wednesday, February 13, 2013 06:03:55 UTC",38.0070,-118.2014,1.2,12.00, 9,"Nevada"
ak,10655297,1,"Wednesday, February 13, 2013 05:56:11 UTC",63.0528,-151.5852,1.2,12.40, 5,"Central Alaska"
ak,10655294,1,"Wednesday, February 13, 2013 05:54:09 UTC",60.9208,-153.6973,1.8,0.00, 9,"Southern Alaska"
nn,00402819,9,"Wednesday, February 13, 2013 05:50:10 UTC",38.0258,-118.1346,1.3,12.00,13,"Nevada"
nn,00402815,9,"Wednesday, February 13, 2013 05:38:00 UTC",38.0213,-118.0546,3.6,7.50,12,"Nevada"
us,c000f6gj,6,"Wednesday, February 13, 2013 05:21:17 UTC",-2.9880,130.1885,5.3,24.00,132,"Ceram Sea, Indonesia"
nn,00402813,9,"Wednesday, February 13, 2013 05:18:55 UTC",38.0317,-118.0275,2.2,6.10,32,"Nevada"
nn,00402810,9,"Wednesday, February 13, 2013 05:10:42 UTC",38.0302,-118.0302,2.6,8.10,46,"Nevada"
ci,11243866,2,"Wednesday, February 13, 2013 05:09:08 UTC",36.0765,-117.8388,1.0,0.00,36,"Central California"
ci,11243858,2,"Wednesday, February 13, 2013 05:07:27 UTC",33.5388,-116.6873,1.0,9.10,59,"Southern California"
nn,00402804,9,"Wednesday, February 13, 2013 04:59:03 UTC",38.0446,-118.0901,1.7,0.00,18,"Nevada"
nn,00402802,9,"Wednesday, February 13, 2013 04:54:09 UTC",38.0360,-118.0577,2.0,13.60,25,"Nevada"
ci,11243850,3,"Wednesday, February 13, 2013 04:53:05 UTC",34.4555,-117.9060,1.0,11.00,25,"Southern California"
nn,00402800,9,"Wednesday, February 13, 2013 04:53:03 UTC",38.0634,-118.0678,1.7,0.00,14,"Nevada"
nc,71936450,0,"Wednesday, February 13, 2013 04:50:15 UTC",36.5445,-121.0528,1.3,8.70, 7,"Central California"
nc,71936445,3,"Wednesday, February 13, 2013 04:48:06 UTC",36.5578,-121.0705,2.0,7.30,59,"Central California"
nn,00402799,9,"Wednesday, February 13, 2013 04:40:00 UTC",38.0634,-118.0901,1.5,0.00,14,"Nevada"
nn,00402798,9,"Wednesday, February 13, 2013 04:38:32 UTC",38.0446,-118.0455,1.6,0.00,16,"Nevada"
nn,00402797,9,"Wednesday, February 13, 2013 04:33:30 UTC",38.0258,-118.0678,1.4,0.00,19,"Nevada"
ak,10655256,1,"Wednesday, February 13, 2013 04:31:31 UTC",63.2706,-151.3522,1.3,6.40, 7,"Central Alaska"
